Alcala,Andalucia,Ansermanuevo,Argelia,Bolivar,Buenaventura,Bugalagrande,Caicedonia,	Cali,Calima - El Darien,Candelaria,Cartago,Dagua,El Aguila,El Cairo,El Cerrito,El Dovio,Florida,Ginebra,Guacari,Guadalajara de Buga,Jamundi,La Cumbre,La Union,La Victoria,Obando,Palmira,Pradera,Restrepo,Rio Frio,Roldanillo,San Pedro,Sevilla,Toro,Trujillo,Tulua,Ulloa,Versalles,Vijes,Yotoco,Yumbo,Zarzal
0,0,0,0,0,4,0,0,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
